squirrel_id,sex,year,observer,cohort,grid,trialnumber,trialdate,taglft,tagrt,colours,walk,jump,hole,hang,chew,groom,still,oft_duration,front,back,attack,attacklatency,approachlatency,mis_duration,collar,comments,mastyear,litter_id,fieldBDate,litter_size,n1_date,n1_weight,n2_date,n2_weight,dam_id,part,julian_trialdate,gridyear,oft1,mis1
22804,M,2017,ARM,2017,KL,2,2017-07-26,M4634,M4635,W*/B*,69.004,24,8,235.714,35.622,10.483,215.696,450,234.401,151.324,8,11.061,0.551,300,N,NA,0,8042,2017-05-05,4,127,14.8,2017-05-30,49.5,19984,125,207,KL 2017,-0.6229303973853205,1.433791700290046
22806,M,2017,ARM,2017,KL,1,2017-06-26,M4640,M4641,W*/W*,84.658,35,11,181.308,20.861,15.233,219.023,450,237.897,57.486,7,11.745,0.679,300,Y,NA,0,8042,2017-05-05,4,127,14.7,2017-05-30,58,19984,125,177,KL 2017,-0.20783478769550004,1.818410442466108
22758,F,2017,ARM,2017,KL,1,2017-07-05,M4628,M4629,O*/W*,170.976,46,26,180.034,43.555,6.338,176.54,450,83.954,200.905,7,31.679,21.054,300,Y,NA,0,7736,2017-05-03,4,123,8.8,2017-05-28,43,19583,123,186,KL 2017,1.486613856253036,0.36330794207520295
22773,M,2017,ARM,2017,KL,1,2017-06-25,M4688,M4689,W*/G*,54.531,13,9,283.1,43.119,14.026,173.186,450,158.471,96.168,7,96.275,74.102,300,Y,NA,0,8041,2017-05-03,2,124,12.3,2017-05-29,53.7,19809,123,176,KL 2017,-0.782117443736371,0.7046838959309395
23080,M,2017,ARM,2017,KL,1,2017-07-07,M4919,M4920,Y*/G,51.306,15,7,89.899,14.27,18.522,318.239,450,233.622,57.689,6,0.724,0.066,300,Y,NA,0,7851,2017-05-13,3,143,25.9,2017-06-07,46.5,21269,133,188,KL 2017,-1.1517523537175411,1.8188337196244024
22778,M,2017,ARM,2017,KL,2,2017-07-21,M4617,M4618,G*/W*,82.491,18,20,205.153,9.314,10.496,247.759,450,199.943,166.743,6,46.714,29.763,300,N,NA,0,7825,2017-05-02,3,124,13.3,2017-05-27,51.8,21227,122,202,KL 2017,-0.3522839370270896,0.926501415702589
22898,M,2017,ARM,2017,KL,1,2017-07-06,M4807,M4808,R*/R,27.62,5,8,117.514,9.891,44.185,404.518,450,164.719,112.505,5,40.984,0.017,300,Y,NA,0,7823,2017-05-08,3,128,12.9,2017-06-02,51,21215,128,187,KL 2017,-1.9575544927880393,1.1054577226754834
22995,F,2017,ARM,2017,KL,1,2017-07-09,M4936,M4937,B/B*,121.855,10,5,71.798,180.241,3.37,115.336,450,141.346,142.553,5,2.235,0.031,300,Y,NA,0,7767,2017-05-16,3,137,12.1,2017-06-10,44.3,20191,136,190,KL 2017,0.9359789968096713,1.014253678437502
22987,M,2017,ARM,2017,SU,1,2017-07-14,M4813,M4814,O*/R*,158.991,24,5,148.675,90.709,15.548,95.813,450,165.269,99.765,5,8.141,0.033,300,N,NA,0,7938,2017-05-13,3,136,15,2017-06-07,43.5,21907,133,195,SU 2017,0.8109378914871825,1.2813557127811939
22985,F,2017,ARM,2017,SU,1,2017-07-21,M4811,M4812,Y*/B*,6.266,1,0,449.855,11.25,0,390.823,450,111.898,117.561,5,78.224,5.15,300,Y,NA,0,7938,2017-05-13,3,136,15.3,2017-06-07,45.3,21907,133,202,SU 2017,-2.9684763015833275,0.6872878588033638
23023,F,2017,ARM,2017,KL,2,2017-07-24,M4953,M4954,R*/G,35.394,54,7,225.256,16.553,19.491,281.08,450,210.494,43.551,5,16.083,1.132,300,N,NA,0,7745,2017-05-09,3,138,27.7,2017-06-03,47.5,19766,129,205,KL 2017,-0.772900773195171,1.6904482684373803
22789,M,2017,ARM,2017,KL,1,2017-07-02,M4644,M4645,O*/R,8.181,7,1,413.448,4.805,15.983,203.397,450,202.734,21.754,4,117.818,0.001,300,Y,NA,0,7850,2017-05-04,3,126,15.6,2017-05-31,60,22008,124,183,KL 2017,-2.1276250789084954,1.3570803296186431
22748,F,2017,ARM,2017,KL,1,2017-07-15,M4678,M4679,R*/W*,89.913,26,25,103.908,18.851,10.778,271.663,450,48.445,235.721,4,32.413,0.162,300,N,NA,0,7861,2017-05-02,2,122,10.2,2017-05-27,58.5,22117,122,196,KL 2017,0.20394697653687555,0.06660066569182192
22890,F,2017,ARM,2017,KL,1,2017-06-23,M3853,M4681,P/R*,125.1,33,12,219.682,29.398,3.882,194.637,450,149.638,138.953,4,206.59,0.687,300,Y,B*/R* (P/R*); NKP,0,8131,2017-05-02,3,130,24.5,2017-05-28,48.5,20857,122,174,KL 2017,0.18493372842395664,0.2960732509995284
22896,M,2017,ARM,2017,KL,1,2017-06-29,M4809,M4810,G*/G,61.876,3,5,230.747,9.238,25.692,353.744,450,168.089,74.706,3,90.758,0.034,300,N,NA,0,7823,2017-05-08,3,128,13.2,2017-06-02,46.2,21215,128,180,KL 2017,-1.8465164550674449,1.053747583990557
23028,M,2017,ARM,2017,KL,1,2017-07-06,M4976,M4977,B*/Y,112.455,34,4,241.022,19.216,17.142,116.992,450,195.737,75.71,3,1.335,0.101,300,Y,NA,0,7796,2017-05-13,3,138,21.3,2017-06-07,57.7,20688,133,187,KL 2017,-0.0596005084900437,1.502404103504568
22873,M,2017,ARM,2017,KL,1,2017-07-15,M4969,M4970,W*/Y,59.381,12,0,266.019,23.551,10.044,186.163,450,198.771,93.893,3,1.326,0.167,300,Y,NA,0,7816,2017-05-08,4,128,9,2017-06-05,48.4,20995,128,196,KL 2017,-1.2143964855816756,1.4398088392464645
22720,M,2017,ARM,2017,SU,1,2017-07-13,M4659,M4660,R*/Y*,32.454,3,20,20.887,3.604,9.977,404.606,450,111.944,170.084,3,64.114,1.569,300,N,NA,0,7931,2017-04-29,4,121,13.8,2017-05-24,50,21273,119,194,SU 2017,-1.1736536687273182,0.48887368696845257
23026,F,2017,ARM,2017,KL,2,2017-07-29,M4980,M4981,G*/W,7.927,1,6,370.469,0,5.57,363.854,450,171.549,100.97,3,11.121,0.198,300,Y,NA,0,7796,2017-05-13,3,138,19.5,2017-06-07,50.3,20688,133,210,KL 2017,-2.5305741702901487,1.2498565572576414
23001,F,2017,ARM,2017,KL,2,2017-07-30,M2433,M2434,W*/P,138.847,44,17,153.422,74.921,12.646,130.826,450,88.453,187.421,3,55.789,0.233,300,N,lost first trial,0,8138,2017-05-14,2,136,14.7,2017-06-12,63.2,21578,134,211,KL 2017,1.2474729520995889,0.3443794423111804
22640,F,2017,ARM,2017,KL,2,2017-07-13,M4674,M4675,R*/R*,14.276,6,4,28.935,2.734,168.803,424.264,450,69.503,139.44,3,104.114,0.41,300,Y,NA,0,7830,2017-04-20,3,110,10.3,2017-05-14,49.2,21350,110,194,KL 2017,-2.617165692712657,0.28169447431492817
22890,F,2017,ARM,2017,KL,2,2017-07-21,M3853,M4681,P/R*,77.849,18,6,126.827,33.04,59.228,301.447,450,54.997,214.134,3,17.181,1.657,300,Y,B*/R* (P/R*); NKP,0,8131,2017-05-02,3,130,24.5,2017-05-28,48.5,20857,122,202,KL 2017,-1.0361744274291818,0.21520632546035762
23054,F,2017,ARM,2017,KL,2,2017-07-29,F9048,F9049,B/O*,56.83,12,12,116.19,2.58,22.236,328.252,450,25.073,273.094,3,78.615,21.629,300,Y,NA,0,7933,2017-05-20,2,141,12.7,2017-06-21,72,21366,140,210,KL 2017,-1.138690486374069,-0.46932618938075776
23168,F,2017,ARM,2017,SU,1,2017-07-02,M4957,M4958,G*/Y*,116.165,16,7,108.213,138.014,6.139,139.985,450,83.362,199.916,2,165.732,0.167,300,N,NA,0,8056,2017-05-09,3,129,13.1,2017-06-03,60,21984,129,183,SU 2017,0.6643664129562724,-0.15462969988727504
22986,M,2017,ARM,2017,SU,1,2017-07-12,M4815,M4816,W*/G*,56.039,5,13,14.113,0.999,79.379,406.211,450,138.175,137.837,2,7.585,5.35,300,Y,NA,0,7938,2017-05-13,3,136,15.5,2017-06-07,45.2,21907,133,193,SU 2017,-1.5334814209282461,0.914295077096886
22979,M,2017,ARM,2017,SU,1,2017-06-29,M4820,M4821,Y*/Y*,109.366,21,0,181.479,52.307,22.225,183.102,450,102.657,146.576,2,64.869,14.718,300,Y,NA,0,7908,2017-05-09,3,136,25.7,2017-06-03,60.1,19742,129,180,SU 2017,-0.4161893084762123,0.47034227811827956
22807,M,2017,ARM,2017,KL,1,2017-06-26,M4638,M4639,W*/O*,106.125,51,10,272.031,23.887,8.174,80.936,450,183.705,89.851,2,27.494,17.885,300,Y,NA,0,8042,2017-05-05,4,127,14.7,2017-05-30,59.7,19984,125,177,KL 2017,0.5371624161989229,1.202974487192425
22996,F,2017,ARM,2017,KL,2,2017-07-29,M4938,M4939,R/R*,88.17,38,9,158.602,93.41,29.826,137.482,450,94.3,205.21,2,0.2,0.066,300,N,NA,0,7767,2017-05-16,3,137,11.7,2017-06-10,40.2,20191,136,210,KL 2017,0.4711667929923717,0.4784924688455396
22773,M,2017,ARM,2017,KL,2,2017-07-21,M4688,M4689,W*/G*,125.141,35,15,142.154,77.509,9.06,142.059,450,160.735,115.666,2,22.434,14.026,300,Y,NA,0,8041,2017-05-03,2,124,12.3,2017-05-29,53.7,19809,123,202,KL 2017,0.9359053782856973,1.0229944706250302
22748,F,2017,ARM,2017,KL,2,2017-07-24,M4678,M4679,R*/W*,40.034,6,9,76.276,0,19.324,369.025,450,231.208,51.491,2,102.967,25.757,300,N,NA,0,7861,2017-05-02,2,122,10.2,2017-05-27,58.5,22117,122,205,KL 2017,-1.5420473272113646,1.2750068559297516
23031,F,2017,ARM,2017,KL,2,2017-08-02,M2468,M2469,W/W*,50.294,25,4,304.613,31.792,6.042,280.215,450,170.766,55.309,2,101.712,56.433,300,Y,NA,0,7812,2017-05-18,3,138,9.9,2017-06-12,41.1,20920,138,214,KL 2017,-1.291138845688966,0.8705744655913576
22653,F,2017,ARM,2017,SU,1,2017-06-20,M4695,M4696,G*/B*,1.065,3,0,447.463,4.87,1.501,387,450,223.773,70.154,1,113.681,0.134,300,Y,NA,0,7739,2017-04-23,3,113,10.2,2017-05-18,49.7,19611,113,171,SU 2017,-2.9928173380706844,1.1994524195309972
22994,F,2017,ARM,2017,KL,1,2017-07-06,M4940,M4941,G/G*,21.667,3,9,199.005,12.278,83.052,309.55,450,113.986,179.528,1,123.402,0.433,300,N,NA,0,7767,2017-05-16,3,137,12.7,2017-06-10,48.6,20191,136,187,KL 2017,-1.9550889381703507,0.2026389995676768
22872,F,2017,ARM,2017,KL,1,2017-07-19,M4963,M4964,G*/B,95.705,31,6,291.406,48.645,11.579,129.706,450,179.581,97.297,1,79.746,4.805,300,N,NA,0,7816,2017-05-08,4,128,7.7,2017-06-05,45.6,20995,128,200,KL 2017,-0.1282638939088182,0.9899789363495497
23026,F,2017,ARM,2017,KL,1,2017-07-06,M4980,M4981,G*/W,7.927,1,0,448.442,10.931,0,362.156,450,219.236,70.877,1,192.551,12.132,300,Y,NA,0,7796,2017-05-13,3,138,19.5,2017-06-07,50.3,20688,133,187,KL 2017,-2.846696526248008,0.8417362594044036
23089,M,2017,ARM,2017,KL,1,2017-07-06,M4974,M4975,R*/W,52.685,61,6,258.877,5.115,24.847,165.305,450,106.132,185.615,1,152.983,106.32,300,Y,NA,0,7809,2017-05-09,2,143,36.9,2017-06-05,58.4,20865,129,187,KL 2017,-0.29178364170683113,-0.37031778137056764
22964,F,2017,ARM,2017,SU,1,2017-06-29,M4801,M4802,G*/W*,4.573,1,1,425.978,0,0,428.585,450,168.563,124.462,1,227.716,109.648,300,N,NA,0,7922,2017-05-08,3,128,24.3,2017-06-02,58.1,20948,128,180,SU 2017,-3.092347002555186,-0.11450234626872685
23052,F,2017,ARM,2017,SU,2,2017-08-02,M3893,M3894,W*/W*,2.648,1,0,444.622,4.397,0,433.628,450,282.127,4.204,1,0.426,0.012,300,Y,never saw itself in mirror: NA for attack and approach latencies (changed to max value),0,7899,2017-05-17,2,137,18,2017-06-13,52.5,12003,137,214,SU 2017,-3.1812251839723538,2.156932419040802
23024,M,2017,ARM,2017,KL,2,2017-07-24,M4951,M45952,B*/R,83.81,23,8,274.133,3.992,17.281,253.954,450,231.405,63.622,1,38.705,0.134,300,Y,NA,0,7745,2017-05-09,3,138,28.7,2017-06-03,57.8,19766,129,205,KL 2017,-0.9578484851512691,1.5357186543036838
22758,F,2017,ARM,2017,KL,2,2017-07-23,M4628,M4629,O*/W*,124.46,30,33,88.395,71.187,16.605,216.782,450,262.498,0.769,1,224.294,1.155,300,Y,NA,0,7736,2017-05-03,4,123,8.8,2017-05-28,43,19583,123,204,KL 2017,1.3203577600086984,1.2591422746815573
22891,M,2017,ARM,2017,KL,2,2017-07-30,M4682,M4683,Y*/Y*,87.566,33,13,231.087,44.521,26.839,210.9,450,135.113,139.551,1,5.013,2.31,300,N,NA,0,8131,2017-05-02,3,130,24.5,2017-05-28,46.2,20857,122,211,KL 2017,-0.1409809223539824,0.8922936597426445
22964,F,2017,ARM,2017,SU,2,2017-07-23,M4801,M4802,G*/W*,136.017,32,3,167.614,10.719,11.287,176.239,450,138.404,127.124,1,10.754,6.771,300,N,NA,0,7922,2017-05-08,3,128,24.3,2017-06-02,58.1,20948,128,204,SU 2017,-0.05105294730771934,0.9214540312296439
23256,F,2017,ARM,2017,SU,2,2017-08-02,M0964,M2348,R*/B,53.765,7,2,398.208,3.72,3.194,355.605,450,164.497,122.558,1,78.775,37.701,300,N,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,214,SU 2017,-2.263964365734351,0.6933630763874422
22684,F,2017,ARM,2017,SU,2,2017-07-18,M4655,M4656,G*/R*,130.557,17,20,103.338,157.485,8.906,153.23,450,202.084,94.725,1,109.279,42.331,300,Y,NA,0,8034,2017-04-24,2,114,10.8,2017-05-20,61,20061,114,199,SU 2017,1.3412876403481904,0.8526554169181045
22986,M,2017,ARM,2017,SU,2,2017-07-27,M4815,M4816,W*/G*,90.103,30,11,99.872,82.035,22.944,232.079,450,294.35,0,1,214.575,194.07,300,Y,NA,0,7938,2017-05-13,3,136,15.5,2017-06-07,45.2,21907,133,208,SU 2017,0.16887137356296755,0.7083674413123294
22722,F,2017,ARM,2017,SU,1,2017-06-20,M4657,M4658,B*/G*,50.781,6,5,45.747,7.309,14.78,352.456,450,299.999,0,0,281.482,0.001,300,Y,NA,0,7931,2017-04-29,4,121,13.4,2017-05-24,46.2,21273,119,171,SU 2017,-1.4357616744004091,1.2072760452732423
23174,F,2017,ARM,2017,KL,1,2017-07-09,M4986,M4987,G*/O,136.074,0,5,91.726,54.239,15.75,156.683,450,300,0,0,299.366,0.034,300,Y,NA,0,7828,2017-05-13,3,135,NA,2017-06-07,51.3,21342,133,190,KL 2017,-0.043599677512461944,1.1417949058868455
23000,F,2017,ARM,2017,KL,1,2017-07-06,M1716,M1722,O*/Y,43.151,14,11,311.794,6.591,3.813,339.983,450,218.693,50.546,0,298.696,0.061,300,Y,NA,0,8138,2017-05-14,2,136,13.7,2017-06-12,59.9,21578,134,187,KL 2017,-1.6147583734029824,0.560758715100654
22875,F,2017,ARM,2017,KL,1,2017-07-15,M4965,M4966,Y*/R,91.35,16,3,307.559,51.704,8.941,193.3,450,266.066,23.246,0,290.924,0.067,300,N,NA,0,7816,2017-05-08,4,128,8.2,2017-06-05,43.3,20995,128,196,KL 2017,-0.7698231152959946,0.9200278447211979
22639,F,2017,ARM,2017,KL,1,2017-06-12,M4699,M4700,B*/B*,53.853,13,7,112.445,12.138,15.381,336.678,450,3.604,294.526,0,296.996,0.133,300,N,NA,0,7830,2017-04-20,3,110,9.7,2017-05-14,45.9,21350,110,163,KL 2017,-1.2837158182550537,-1.438899892549079
22891,M,2017,ARM,2017,KL,1,2017-06-25,M4682,M4683,Y*/Y*,185.139,11,7,143.809,0.369,8.002,165.322,450,265.343,13.54,0,298.28,0.168,300,N,NA,0,8131,2017-05-02,3,130,24.5,2017-05-28,46.2,20857,122,176,KL 2017,0.16132503797235673,0.9301515498059441
22966,F,2017,ARM,2017,SU,1,2017-07-05,M4648,M4649,B*/Y*,65.262,24,7,311.622,45.791,4.38,131.856,450,11.062,222.324,0,219.177,0.189,300,Y,NA,0,7922,2017-05-08,3,128,23.7,2017-06-02,57.4,20948,128,186,SU 2017,-0.4567347085510805,-0.8179109162043594
23042,M,2017,ARM,2017,KL,1,2017-07-09,M4942,M4943,G*/P,4.629,8,0,435.252,13.178,3.371,377.588,450,293.36,0,0,193.56,0.2,300,Y,NA,0,7832,2017-05-16,3,140,18.9,2017-06-10,48.1,21382,136,190,KL 2017,-2.7874961555966906,1.4975125788784087
23088,M,2017,ARM,2017,KL,1,2017-07-06,M4972,M4973,B*/O,44.876,19,11,349.198,36.576,14.415,168.9,450,0,191.592,0,271.505,0.467,300,N,NA,0,7809,2017-05-09,2,143,37.9,2017-06-05,58.6,20865,129,187,KL 2017,-0.8379901270942035,-0.931895323973711
22864,M,2017,ARM,2017,KL,1,2017-06-27,M2182,M2183,W*/R,3.184,9,0,403.248,0.253,0,139.182,450,293.292,0.656,0,230.503,0.708,300,N,NA,0,7928,2017-05-06,2,127,11.2,2017-05-31,48.5,21075,126,178,KL 2017,-1.8631072344400357,1.3575017154981117
22924,M,2017,ARM,2017,KL,1,2017-06-30,M4495,M4496,W*/G,11.906,2,3,425.709,24.384,0,306.955,450,213.748,78.414,0,222.256,6.907,300,N,NA,0,7877,2017-04-08,3,NA,NA,2017-05-14,74.8,22388,98,181,KL 2017,-2.355582597737059,0.6746006200500912
23024,M,2017,ARM,2017,KL,1,2017-07-02,M4951,M4952,B*/R,18.316,18,2,361.057,42.09,8.583,233.961,450,188.261,74.888,0,275.953,7.245,300,Y,NA,0,7745,2017-05-09,3,138,28.7,2017-06-03,57.8,19766,129,183,KL 2017,-1.6123851994307075,0.37541424675682644
22777,F,2017,ARM,2017,KL,1,2017-06-30,M4615,M4616,R*/O*,2.165,7,0,439.429,31.357,6.943,289.371,450,20.254,217.521,0,211.711,19.119,300,Y,NA,0,7825,2017-05-02,3,124,15.9,2017-05-27,55.6,21227,122,181,KL 2017,-2.4141962682129408,-0.8006195162002364
22721,F,2017,ARM,2017,SU,1,2017-06-20,M4663,M4664,G*/O*,70.345,18,6,285.453,18.741,9.576,270.787,450,82.803,190.426,0,284.784,19.353,300,Y,NA,0,7931,2017-04-29,4,121,14.3,2017-05-24,50.5,21273,119,171,SU 2017,-1.1916426583229056,-0.6692078507952203
22759,F,2017,ARM,2017,KL,1,2017-06-30,M4630,M4631,Y*/B*,80.33,32,11,237.451,0.539,0,204.244,450,191.855,77.402,0,292.799,21.175,300,N,NA,0,7736,2017-05-03,4,123,8.6,2017-05-28,47,19583,123,181,KL 2017,-0.39899477549845946,0.26665099103719336
23031,F,2017,ARM,2017,KL,1,2017-07-18,M2468,M2469,W/W*,15.047,10,4,196.065,19.35,8.227,307.921,450,193.282,102.587,0,299.173,47.731,300,Y,NA,0,7812,2017-05-18,3,138,9.9,2017-06-12,41.1,20920,138,199,KL 2017,-1.7293045177061506,0.04309754310056396
22874,M,2017,ARM,2017,KL,1,2017-07-16,M4967,M4968,O*/G,90.938,17,15,140.692,19.826,38.23,210.715,450,131.883,157.664,0,259.962,48.673,300,Y,NA,0,7816,2017-05-08,4,128,8.9,2017-06-05,45.5,20995,128,197,KL 2017,-0.28020137043109533,-0.3286180006048936
23027,F,2017,ARM,2017,KL,1,2017-07-06,M4978,M4979,R*/O,246.401,6,7,322.381,3.803,15.514,36.223,450,31.04,102.502,0,288.19,89.026,300,N,NA,0,7796,2017-05-13,3,138,20.1,2017-06-07,56,20688,133,187,KL 2017,0.6026821401713316,-0.8149535063179975
22657,M,2017,ARM,2017,KL,1,2017-06-14,M4624,M4625,R*/B*,61.994,18,10,206.97,74.025,15.762,177.112,450,13.33,268.344,0,273.669,113.312,300,N,NA,0,7822,2017-04-22,3,113,11.9,2017-05-18,54.5,21155,112,165,KL 2017,-0.3019629778760751,-1.6306675117481113
23041,M,2017,ARM,2017,KL,1,2017-07-12,M4944,M4945,Y*/P,63.514,2,11,98.894,3,100.863,367.073,450,0,299.386,0,293.843,137.123,300,N,NA,0,7832,2017-05-16,3,140,19.2,2017-06-10,46.8,21382,136,193,KL 2017,-1.719580032073781,-1.9861713274660922
23256,F,2017,ARM,2017,SU,1,2017-07-25,M0964,M2348,R*/B,116.386,25,5,156.687,13.651,37.463,192.644,450,0,299.873,0,188.823,188.823,300,N,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,206,SU 2017,-0.35519463710860216,-1.801385457078768
23040,F,2017,ARM,2017,KL,1,2017-07-09,M4946,M4947,O*/Bk,9.231,7,0,262.261,20.474,95.446,338.674,450,0,300,0,239.573,200.834,300,N,NA,0,7832,2017-05-16,3,140,17.4,2017-06-10,42.4,21382,136,190,KL 2017,-2.583021994974702,-2.0331557606859634
22953,F,2017,ARM,2017,KL,1,2017-07-09,M4984,M4985,R*/Y,95.066,33,13,219.053,30.888,22.956,250.907,450,0,299.999,0,295.795,251.385,300,N,NA,0,7828,2017-05-13,3,135,15,2017-06-07,53.5,21342,133,190,KL 2017,-0.2698745064945042,-2.431230932006714
22684,F,2017,ARM,2017,SU,1,2017-06-23,M4655,M4656,G*/R*,135.032,22,8,284.482,139.306,6.382,130.654,450,0,300,0,277.533,277.533,300,Y,NA,0,8034,2017-04-24,2,114,10.8,2017-05-20,61,20061,114,174,SU 2017,0.5934110269003381,-2.464121528996745
23054,F,2017,ARM,2017,KL,1,2017-07-09,F9048,F9049,B/O*,35.803,17,6,111.573,24.648,38.028,344.533,450,0,297.132,0,294.32,294.32,300,Y,NA,0,7933,2017-05-20,2,141,12.7,2017-06-21,72,21366,140,190,KL 2017,-1.4385802064345488,-2.5774084144375995
22951,F,2017,ARM,2017,KL,1,2017-07-07,M4994,M4995,R*/Bk,6.135,0,1,15.015,0,87.703,428.779,450,11.711,224.932,0,295.061,295.061,300,Y,hung from the entrance after released (i.e. no jumps),0,7797,2017-05-14,2,134,13.9,2017-06-08,48.1,20732,134,188,KL 2017,-2.5621638423844266,-2.2267180837079907
22954,M,2017,ARM,2017,KL,1,2017-07-12,M4982,M4983,B*/G,96.466,26,30,100.908,10.004,27.25,265.418,450,0.406,299.355,0,295.689,295.689,300,Y,NA,0,7828,2017-05-13,3,135,14,2017-06-07,51.2,21342,133,193,KL 2017,0.36172622671419447,-2.5950935059700515
22778,M,2017,ARM,2017,KL,1,2017-06-30,M4617,M4618,G*/W*,0.872,5,0,279.841,10.632,0,364.99,450,0.418,299.462,0,296.231,296.231,300,N,NA,0,7825,2017-05-02,3,124,13.3,2017-05-27,51.8,21227,122,181,KL 2017,-2.4778637882844774,-2.5995332415270607
23052,F,2017,ARM,2017,SU,1,2017-07-20,M3893,M3894,W*/W*,22.951,11,4,241.751,1.585,9.001,414.489,450,298.008,0,0,300,300,300,Y,NA,0,7899,2017-05-17,2,137,18,2017-06-13,52.5,12003,137,201,SU 2017,-2.257293896335751,-0.012538528958241226
22659,F,2017,ARM,2017,KL,1,2017-06-14,M4670,M4671,Y*/G*,1.502,1,0,445.377,0,0,438.679,450,299.833,0,0,300,300,300,N,never saw itself in mirror: NA for attack and approach latencies (changed to max value),0,7822,2017-04-22,3,113,11.2,2017-05-18,49.8,21155,112,165,KL 2017,-3.2333865984347776,-0.004200973618155048
22652,F,2017,ARM,2017,SU,1,2017-06-20,M4667,M4668,O*/G*,3.917,5,0,444.709,44.911,0,239.368,450,300,0,0,300,300,300,N,never saw itself in mirror: NA for attack and approach latencies (changed to max value),0,7739,2017-04-23,3,113,9.1,2017-05-18,47.7,19611,113,171,SU 2017,-2.1564755158286317,-0.003438030197994015
22774,M,2017,ARM,2017,KL,1,2017-06-22,M4686,M4687,O*/R*,41.182,22,2,356.99,21.571,3.87,327.577,450,300,0,0,300,300,300,N,never saw itself in mirror: NA for attack and approach latencies (changed to max value),0,8041,2017-05-03,2,124,11.8,2017-05-29,50.3,19809,123,173,KL 2017,-1.8209085105857756,-0.003438030197994015
22865,F,2017,ARM,2017,KL,1,2017-06-27,M4690,M4691,O*/B,4.196,12,0,402.184,10.907,0,393.273,450,300,0,0,300,300,300,Y,never saw itself in mirror: NA for attack and approach latencies (changed to max value),0,7928,2017-05-06,2,127,11.8,2017-05-31,51,21075,126,178,KL 2017,-2.711375418720907,-0.003438030197994015
23079,M,2017,ARM,2017,KL,1,2017-07-12,M4917,M4918,G*/R,95.835,17,2,286.204,12.096,6.818,262.97,450,290.175,1.03,0,300,300,300,Y,never saw itself in mirror: NA for attack and approach latencies (changed to max value),0,7851,2017-05-13,3,143,24.8,2017-06-07,46.2,21269,133,193,KL 2017,-1.179523781622343,-0.052642351894539884
22685,F,2017,ARM,2017,SU,1,2017-06-20,M4654,M4653,R*/B*,2.871,9,0,442.824,9.808,0,413.274,450,0,294.615,0,300,300,300,N,never saw itself in mirror: NA for attack and approach latencies (changed to max value),0,8034,2017-04-24,2,114,10.8,2017-05-20,65.8,20061,114,171,SU 2017,-2.9394802326822282,-2.6092552896100205
22897,M,2017,ARM,2017,KL,1,2017-06-30,M4805,M4806,B*/B,59.476,25,4,59.865,0.757,38.018,346.074,450,1.096,296.915,0,300,300,300,Y,never saw itself in mirror: NA for attack and approach latencies (changed to max value),0,7823,2017-05-08,3,128,13.2,2017-06-02,49.9,21215,128,181,KL 2017,-1.2386527961163785,-2.6138916157445324
23025,M,2017,ARM,2017,KL,1,2017-07-02,M4955,M4956,G*/Y,1.164,5,0,433.999,6.922,0,247.39,450,1.446,298.797,0,300,300,300,Y,never saw itself in mirror: NA for attack and approach latencies (changed to max value),0,7745,2017-05-09,3,138,26.2,2017-06-03,46.5,19766,129,183,KL 2017,-2.3841884299688427,-2.620183472196606
